level,c1
1,http://dbpedia.org/resource/Category:Virtual_reality_organizations
1,http://dbpedia.org/resource/Category:Virtual_reality_communities
1,http://dbpedia.org/resource/Category:Holography
1,http://dbpedia.org/resource/Category:Virtual_reality_games
1,http://dbpedia.org/resource/Category:Virtual_reality_works
1,http://dbpedia.org/resource/Category:Virtual_reality_in_fiction
1,http://dbpedia.org/resource/Category:Haptic_technology
1,http://dbpedia.org/resource/Category:Ray_tracing_(graphics)
1,http://dbpedia.org/resource/Category:Psychoacoustics
1,http://dbpedia.org/resource/Category:Mixed_reality
1,http://dbpedia.org/resource/Category:Virtual_reality_pioneers
1,http://dbpedia.org/resource/Category:Virtual_avatars
1,http://dbpedia.org/resource/Category:Virtual_economy
1,http://dbpedia.org/resource/Category:Virtual_reality_headsets
1,http://dbpedia.org/resource/Category:Video_gaming
2,http://dbpedia.org/resource/Category:Virtual_reality_organizations
2,http://dbpedia.org/resource/Category:Virtual_reality_communities
2,http://dbpedia.org/resource/Category:Holography
2,http://dbpedia.org/resource/Category:Virtual_reality_games
2,http://dbpedia.org/resource/Category:Virtual_reality_works
2,http://dbpedia.org/resource/Category:Virtual_reality_in_fiction
2,http://dbpedia.org/resource/Category:Haptic_technology
2,http://dbpedia.org/resource/Category:Ray_tracing_(graphics)
2,http://dbpedia.org/resource/Category:Mixed_reality
2,http://dbpedia.org/resource/Category:Virtual_avatars
2,http://dbpedia.org/resource/Category:Virtual_economy
2,http://dbpedia.org/resource/Category:Virtual_reality_headsets
2,http://dbpedia.org/resource/Category:Video_gaming
3,http://dbpedia.org/resource/Category:DVD_interactive_technology
3,http://dbpedia.org/resource/Category:CD-ROM-based_consoles
3,http://dbpedia.org/resource/Category:Online_gaming_services
3,http://dbpedia.org/resource/Category:ALL.Net_games
3,http://dbpedia.org/resource/Category:Dedicated_consoles
3,http://dbpedia.org/resource/Category:Digital_rights_management
3,http://dbpedia.org/resource/Category:NESiCAxLive_games
3,http://dbpedia.org/resource/Category:Pack-in_video_games
3,http://dbpedia.org/resource/Category:Free-to-play_video_games
3,http://dbpedia.org/resource/Category:Video_game_compilations
3,http://dbpedia.org/resource/Category:Video_game_expansion_packs
3,http://dbpedia.org/resource/Category:Cloud_gaming
3,http://dbpedia.org/resource/Category:Video_games_with_downloadable_content
3,http://dbpedia.org/resource/Category:Episodic_video_games
3,http://dbpedia.org/resource/Category:Video_game_retailers
3,http://dbpedia.org/resource/Category:Video_game_downloadable_content_packs
3,http://dbpedia.org/resource/Category:LaserDisc_video_games
3,http://dbpedia.org/resource/Category:Cloud_gaming_services
3,http://dbpedia.org/resource/Category:Video_game_downloadable_content
3,http://dbpedia.org/resource/Category:Online_video_game_services
3,http://dbpedia.org/resource/Category:Subscription_video_game_services
3,http://dbpedia.org/resource/Category:Video_game_platform_emulators
3,http://dbpedia.org/resource/Category:Virtual_reality_organizations
3,http://dbpedia.org/resource/Category:Virtual_reality_communities
3,http://dbpedia.org/resource/Category:Holography
3,http://dbpedia.org/resource/Category:Virtual_reality_games
3,http://dbpedia.org/resource/Category:Virtual_reality_works
3,http://dbpedia.org/resource/Category:Virtual_reality_in_fiction
3,http://dbpedia.org/resource/Category:Haptic_technology
3,http://dbpedia.org/resource/Category:Ray_tracing_(graphics)
3,http://dbpedia.org/resource/Category:Psychoacoustics
3,http://dbpedia.org/resource/Category:Mixed_reality
3,http://dbpedia.org/resource/Category:Virtual_reality_pioneers
3,http://dbpedia.org/resource/Category:Virtual_avatars
3,http://dbpedia.org/resource/Category:Virtual_economy
3,http://dbpedia.org/resource/Category:Virtual_reality_headsets
3,http://dbpedia.org/resource/Category:Video_gaming
3,http://dbpedia.org/resource/Category:Video_game_art
3,http://dbpedia.org/resource/Category:Works_about_video_games
3,http://dbpedia.org/resource/Category:LGBT_and_video_games
3,http://dbpedia.org/resource/Category:Gender_and_video_games
3,http://dbpedia.org/resource/Category:Works_based_on_video_games
3,http://dbpedia.org/resource/Category:Video_game_censorship
3,http://dbpedia.org/resource/Category:Video_game_memes
3,http://dbpedia.org/resource/Category:Video_game_fandom
3,http://dbpedia.org/resource/Category:Video_game_journalism
3,http://dbpedia.org/resource/Category:Years_in_video_gaming
3,http://dbpedia.org/resource/Category:Video_game_law
3,http://dbpedia.org/resource/Category:Speedrunning
3,http://dbpedia.org/resource/Category:Video_game_websites
3,http://dbpedia.org/resource/Category:Video_game_webcomics
3,http://dbpedia.org/resource/Category:Video_game_cheating
3,http://dbpedia.org/resource/Category:Violence_in_video_games
3,http://dbpedia.org/resource/Category:Video_arcades
3,http://dbpedia.org/resource/Category:Gamer_advocacy_groups
3,http://dbpedia.org/resource/Category:Game_jams
3,http://dbpedia.org/resource/Category:People_in_the_video_game_industry
3,http://dbpedia.org/resource/Category:Video_game_awards
3,http://dbpedia.org/resource/Category:Harassment_incidents_in_video_games
3,http://dbpedia.org/resource/Category:Video_game_museums
3,http://dbpedia.org/resource/Category:Esports
3,http://dbpedia.org/resource/Category:Video_game_video_content
3,http://dbpedia.org/resource/Category:Twitch_streamers
3,http://dbpedia.org/resource/Category:Let's_Players
3,http://dbpedia.org/resource/Category:Video_gaming_by_year
3,http://dbpedia.org/resource/Category:Bad_technology
3,http://dbpedia.org/resource/Category:Criticism_of_bad_technology
3,http://dbpedia.org/resource/Category:Bad_television
3,http://dbpedia.org/resource/Category:Twitch_(service)_streamers
3,http://dbpedia.org/resource/Category:Cheating_in_video_games
3,http://dbpedia.org/resource/Category:HTC_Vive_games
3,http://dbpedia.org/resource/Category:PlayStation_VR_games
3,http://dbpedia.org/resource/Category:Oculus_Rift_games
3,http://dbpedia.org/resource/Category:Virtual_Boy_games
3,http://dbpedia.org/resource/Category:Samsung_Gear_games
3,http://dbpedia.org/resource/Category:Oculus_Quest_games
3,http://dbpedia.org/resource/Category:Valve_Index_games
3,http://dbpedia.org/resource/Category:Game_researchers
3,http://dbpedia.org/resource/Category:Video_game_conferences
3,http://dbpedia.org/resource/Category:Video_game_universities
3,http://dbpedia.org/resource/Category:Holography_in_films
3,http://dbpedia.org/resource/Category:Fictional_illusionists
3,http://dbpedia.org/resource/Category:Holography_in_television
3,http://dbpedia.org/resource/Category:Dead_Space_games
3,http://dbpedia.org/resource/Category:Dead_Space_(franchise)_games
3,http://dbpedia.org/resource/Category:Marathon_(video_game)
3,http://dbpedia.org/resource/Category:Die_Hard_arcade_and_video_games
3,http://dbpedia.org/resource/Category:Video_games_with_expansion_packs
3,http://dbpedia.org/resource/Category:Video_game_remakes
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_year
3,http://dbpedia.org/resource/Category:Arcade_game_franchises
3,http://dbpedia.org/resource/Category:Splinter_Cell
3,http://dbpedia.org/resource/Category:Rainbow_Six
3,http://dbpedia.org/resource/Category:Video_game_lists_by_franchise
3,http://dbpedia.org/resource/Category:Video_games_based_on_Star_Trek
3,http://dbpedia.org/resource/Category:Spy_Fox
3,http://dbpedia.org/resource/Category:Quake
3,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_video_game_franchises
3,http://dbpedia.org/resource/Category:Unreal
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_company
3,http://dbpedia.org/resource/Category:Civilization_franchise
3,http://dbpedia.org/resource/Category:Ghost_Recon
3,http://dbpedia.org/resource/Category:Siren
3,http://dbpedia.org/resource/Category:Spore_(2008_video_game)
3,http://dbpedia.org/resource/Category:Driver_series
3,http://dbpedia.org/resource/Category:Wolfenstein_series
3,http://dbpedia.org/resource/Category:Mafia_series
3,http://dbpedia.org/resource/Category:Fable
3,http://dbpedia.org/resource/Category:Hitman_(series)
3,http://dbpedia.org/resource/Category:Tengai_Maky?
3,http://dbpedia.org/resource/Category:Anno_(video_game_series)
3,http://dbpedia.org/resource/Category:Just_Dance
3,http://dbpedia.org/resource/Category:Works_based_on_video_games_by_franchise
3,http://dbpedia.org/resource/Category:Video_game_remasters
3,http://dbpedia.org/resource/Category:Video_game_series_by_genre
3,http://dbpedia.org/resource/Category:Everybody's_Golf
3,http://dbpedia.org/resource/Category:Tales_(video_game_series)
3,http://dbpedia.org/resource/Category:Atlantis_(video_game_series)
3,http://dbpedia.org/resource/Category:Lists_of_video_game_franchises
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_decade
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_year_of_disestablishment
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_century
3,http://dbpedia.org/resource/Category:Bus_Simulator_series
3,http://dbpedia.org/resource/Category:S.T.A.L.K.E.R._(series)
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_year_of_introduction
3,http://dbpedia.org/resource/Category:Video_game_franchises_by_genre
3,http://dbpedia.org/resource/Category:Bus_Simulator
3,http://dbpedia.org/resource/Category:S.T.A.L.K.E.R.
3,http://dbpedia.org/resource/Category:Video_games_based_on_Wacky_Races
3,http://dbpedia.org/resource/Category:Arcade_video_game_franchises
3,http://dbpedia.org/resource/Category:Arcade_hardware
3,http://dbpedia.org/resource/Category:Video_game_storage_media
3,http://dbpedia.org/resource/Category:Nintendo_hardware
3,http://dbpedia.org/resource/Category:Japan-only_video_game_hardware
3,http://dbpedia.org/resource/Category:Video_game_accessories
3,http://dbpedia.org/resource/Category:Video_game_platforms
3,http://dbpedia.org/resource/Category:Modchips
3,http://dbpedia.org/resource/Category:Microsoft_video_game_hardware
3,http://dbpedia.org/resource/Category:Video_games_by_theme
3,http://dbpedia.org/resource/Category:History_of_video_games
3,http://dbpedia.org/resource/Category:Advergames
3,http://dbpedia.org/resource/Category:Video_games_by_genre
3,http://dbpedia.org/resource/Category:Video_games_by_game_engine
3,http://dbpedia.org/resource/Category:Video_gaming_operating_systems
3,http://dbpedia.org/resource/Category:Video_games_adapted_into_novels
3,http://dbpedia.org/resource/Category:Video_games_by_company
3,http://dbpedia.org/resource/Category:Video_games_by_development_status
3,http://dbpedia.org/resource/Category:Video_games_by_graphical_style
3,http://dbpedia.org/resource/Category:Video_games_by_setting
3,http://dbpedia.org/resource/Category:Video_games_by_source
3,http://dbpedia.org/resource/Category:Video_games_by_year
3,http://dbpedia.org/resource/Category:Wikipedia_categories_named_after_games
3,http://dbpedia.org/resource/Category:Video_games_with_6_degrees_of_freedom
3,http://dbpedia.org/resource/Category:Video_game_lists
3,http://dbpedia.org/resource/Category:Video_games_by_software_license
3,http://dbpedia.org/resource/Category:Video_games_by_platform
3,http://dbpedia.org/resource/Category:Video_games_with_alternate_versions
3,http://dbpedia.org/resource/Category:Video_game_mods
3,http://dbpedia.org/resource/Category:Video_games_containing_microtransactions
3,http://dbpedia.org/resource/Category:Video_games_by_language
3,http://dbpedia.org/resource/Category:Video_gaming_by_country
3,http://dbpedia.org/resource/Category:Video_games_by_country
3,http://dbpedia.org/resource/Category:Video_games_by_staff
3,http://dbpedia.org/resource/Category:Lists_of_video_games_from_5th_generation_video_game_consoles_in_chronological_order
3,http://dbpedia.org/resource/Category:Lists_of_video_games_from_6th_generation_video_game_consoles_in_chronological_order
3,http://dbpedia.org/resource/Category:Video_games_by_physics_engine
3,http://dbpedia.org/resource/Category:Video_games_by_narrative_form
3,http://dbpedia.org/resource/Category:Video_games_by_century
3,http://dbpedia.org/resource/Category:Video_games_by_type_of_adaptation
3,http://dbpedia.org/resource/Category:Video_games_by_character
3,http://dbpedia.org/resource/Category:Hackers_in_video_games
3,http://dbpedia.org/resource/Category:Motion_capture_in_video_games
3,http://dbpedia.org/resource/Category:Video_games_by_decade
3,http://dbpedia.org/resource/Category:New_Retro_Games
3,http://dbpedia.org/resource/Category:Quotations_from_video_games
3,http://dbpedia.org/resource/Category:Video_games_by_gameplay_element
3,http://dbpedia.org/resource/Category:Hunting_in_video_games
3,http://dbpedia.org/resource/Category:Video_games_with_permanent_death
3,http://dbpedia.org/resource/Category:Video_games_using_code_wheel_copy_protection
3,http://dbpedia.org/resource/Category:New_media_art
3,http://dbpedia.org/resource/Category:Video_games
3,http://dbpedia.org/resource/Category:Web_documentaries
3,http://dbpedia.org/resource/Category:Interactive_films
3,http://dbpedia.org/resource/Category:Video_game_development_competitions
3,http://dbpedia.org/resource/Category:Video_game_festivals
3,http://dbpedia.org/resource/Category:Video_game_conventions
3,http://dbpedia.org/resource/Category:Video_game_exhibitions
3,http://dbpedia.org/resource/Category:Nintendo_events
3,http://dbpedia.org/resource/Category:Machinima_based_on_Second_Life
3,http://dbpedia.org/resource/Category:Second_Life_screenshots
3,http://dbpedia.org/resource/Category:Video_games_with_commentaries
3,http://dbpedia.org/resource/Category:Video_game_sound
3,http://dbpedia.org/resource/Category:Video_game_development_companies
3,http://dbpedia.org/resource/Category:Video_game_development_software
3,http://dbpedia.org/resource/Category:Video_game_engines
3,http://dbpedia.org/resource/Category:Simple_DirectMedia_Layer
3,http://dbpedia.org/resource/Category:Game_artificial_intelligence
3,http://dbpedia.org/resource/Category:3D_scenegraph_APIs
3,http://dbpedia.org/resource/Category:Video_game_design
3,http://dbpedia.org/resource/Category:Video_game_localization
3,http://dbpedia.org/resource/Category:Video_game_development_websites
3,http://dbpedia.org/resource/Category:Video_game_developers
3,http://dbpedia.org/resource/Category:GPGPU
3,http://dbpedia.org/resource/Category:Video_game_boot_disks
3,http://dbpedia.org/resource/Category:Video_game_glitches
3,http://dbpedia.org/resource/Category:Second_party_video_game_sequels
3,http://dbpedia.org/resource/Category:Video_game_modification_tools
3,http://dbpedia.org/resource/Category:Ren'Py_games_and_visual_novels
3,http://dbpedia.org/resource/Category:Video_games_that_support_Vulkan
3,http://dbpedia.org/resource/Category:SDL_programs
3,http://dbpedia.org/resource/Category:Video_games_that_support_DirectX_12
3,http://dbpedia.org/resource/Category:Ren'Py_games
3,http://dbpedia.org/resource/Category:Video_games_that_support_Vulkan_(API)
3,http://dbpedia.org/resource/Category:Game_development
3,http://dbpedia.org/resource/Category:Cancelled_Virtual_Boy_games
3,http://dbpedia.org/resource/Category:Virtual_Boy_game_covers
3,http://dbpedia.org/resource/Category:Screenshots_of_Virtual_Boy_games
3,http://dbpedia.org/resource/Category:Digimon_anime_and_manga
3,http://dbpedia.org/resource/Category:Digimon_lists
3,http://dbpedia.org/resource/Category:Digimon_media
3,http://dbpedia.org/resource/Category:Digimon_video_games
3,http://dbpedia.org/resource/Category:Digimon_mass_media
3,http://dbpedia.org/resource/Category:Augmented_reality_in_fiction
3,http://dbpedia.org/resource/Category:Augmented_reality_applications
3,http://dbpedia.org/resource/Category:.hack_anime_and_manga
3,http://dbpedia.org/resource/Category:.hack_video_games
3,http://dbpedia.org/resource/Category:.hack_character_redirects_to_lists
3,http://dbpedia.org/resource/Category:Pac-Man_media
3,http://dbpedia.org/resource/Category:Capcom_media
3,http://dbpedia.org/resource/Category:Day_of_Defeat_media
3,http://dbpedia.org/resource/Category:Dota_media
3,http://dbpedia.org/resource/Category:Team_Fortress_media
3,http://dbpedia.org/resource/Category:Dead_or_Alive_(series)_media
3,http://dbpedia.org/resource/Category:Mortal_Kombat_media
3,http://dbpedia.org/resource/Category:Five_Nights_at_Freddy's_media
3,http://dbpedia.org/resource/Category:Ratchet_&_Clank_media
3,http://dbpedia.org/resource/Category:Angry_Birds_media
3,http://dbpedia.org/resource/Category:Call_of_Duty_media
3,http://dbpedia.org/resource/Category:R-Type_media
3,http://dbpedia.org/resource/Category:Namco_media
3,http://dbpedia.org/resource/Category:Blizzard_Entertainment_media
3,http://dbpedia.org/resource/Category:Konami_media
3,http://dbpedia.org/resource/Category:Video_game_covers
3,http://dbpedia.org/resource/Category:Arcade_flyer_images
3,http://dbpedia.org/resource/Category:Fair_use_images_of_video_game_posters
3,http://dbpedia.org/resource/Category:Video_game_logos
3,http://dbpedia.org/resource/Category:Nintendo_media
3,http://dbpedia.org/resource/Category:Doom_media
3,http://dbpedia.org/resource/Category:Earthworm_Jim_media
3,http://dbpedia.org/resource/Category:Screenshots_of_video_games
3,http://dbpedia.org/resource/Category:Enix_media
3,http://dbpedia.org/resource/Category:RuneScape_media
3,http://dbpedia.org/resource/Category:Game_developer_logos
3,http://dbpedia.org/resource/Category:Square_Enix_media
3,http://dbpedia.org/resource/Category:Xeno_(series)_media
3,http://dbpedia.org/resource/Category:Type-Moon_images
3,http://dbpedia.org/resource/Category:Sega_media
3,http://dbpedia.org/resource/Category:Rock_Band_series_images
3,http://dbpedia.org/resource/Category:Command_&_Conquer_media
3,http://dbpedia.org/resource/Category:Total_War_media
3,http://dbpedia.org/resource/Category:Tri-Ace_media
3,http://dbpedia.org/resource/Category:Halo_media
3,http://dbpedia.org/resource/Category:Half-Life_media
3,http://dbpedia.org/resource/Category:Valve_Corporation_media
3,http://dbpedia.org/resource/Category:Crash_Bandicoot_media
3,http://dbpedia.org/resource/Category:Need_for_Speed_media
3,http://dbpedia.org/resource/Category:The_Elder_Scrolls_media
3,http://dbpedia.org/resource/Category:Level-5_(company)_media
3,http://dbpedia.org/resource/Category:Images_by_video_game
3,http://dbpedia.org/resource/Category:Transformers_video_game_images
3,http://dbpedia.org/resource/Category:Game-Maker_media
3,http://dbpedia.org/resource/Category:Guilty_Gear_media
3,http://dbpedia.org/resource/Category:G.I._Joe_video_game_images
3,http://dbpedia.org/resource/Category:Video_game_character_artwork
3,http://dbpedia.org/resource/Category:Assassin's_Creed_media
3,http://dbpedia.org/resource/Category:Ninja_Gaiden_media
3,http://dbpedia.org/resource/Category:Touhou_Project_media
3,http://dbpedia.org/resource/Category:Atelier_(video_game_series)_media
3,http://dbpedia.org/resource/Category:Dead_or_Alive_(franchise)_media
3,http://dbpedia.org/resource/Category:Square_(video_game_company)_media
3,http://dbpedia.org/resource/Category:Total_War_(video_game_series)_media
3,http://dbpedia.org/resource/Category:Half-Life_(series)_mass_media
3,http://dbpedia.org/resource/Category:Halo_(franchise)_mass_media
3,http://dbpedia.org/resource/Category:Earthworm_Jim_mass_media
3,http://dbpedia.org/resource/Category:Doom_(franchise)_mass_media
3,http://dbpedia.org/resource/Category:Spyro_media
3,http://dbpedia.org/resource/Category:Doom_mass_media
3,http://dbpedia.org/resource/Category:Video_game_theme_songs
3,http://dbpedia.org/resource/Category:Band-centric_video_games
3,http://dbpedia.org/resource/Category:Video_game_concert_tours
3,http://dbpedia.org/resource/Category:Video_game_music_websites
3,http://dbpedia.org/resource/Category:Video_game_musicians
3,http://dbpedia.org/resource/Category:Chiptune
3,http://dbpedia.org/resource/Category:Music_video_games
3,http://dbpedia.org/resource/Category:Musician_video_games
3,http://dbpedia.org/resource/Category:Video_game_music_file_formats
3,http://dbpedia.org/resource/Category:Key_Sounds_Label
3,http://dbpedia.org/resource/Category:Video_game_soundtracks
3,http://dbpedia.org/resource/Category:Commodore_64_music
3,http://dbpedia.org/resource/Category:Video_game_music_discographies
3,http://dbpedia.org/resource/Category:Nintendocore
3,http://dbpedia.org/resource/Category:Video_game_music_technology
3,http://dbpedia.org/resource/Category:Ludomusicology
3,http://dbpedia.org/resource/Category:Songs_written_for_video_games
3,http://dbpedia.org/resource/Category:Video_game_companies
3,http://dbpedia.org/resource/Category:Video_game_controversies
3,http://dbpedia.org/resource/Category:Video_game_marketing
3,http://dbpedia.org/resource/Category:Video_game_organizations
3,http://dbpedia.org/resource/Category:Video_game_trade_associations
3,http://dbpedia.org/resource/Category:Independent_video_game_developers
3,http://dbpedia.org/resource/Category:Pay_what_you_want_game_vendors
3,http://dbpedia.org/resource/Category:Video_games_by_monetization_approach
3,http://dbpedia.org/resource/Category:Impact_of_the_September_11_attacks_on_the_video_game_industry
3,http://dbpedia.org/resource/Category:Impact_of_the_2019%E2%80%9320_coronavirus_pandemic_on_the_video_game_industry
3,http://dbpedia.org/resource/Category:Impact_of_the_COVID-19_pandemic_on_the_video_game_industry
3,http://dbpedia.org/resource/Category:Browser-based_multiplayer_online_games
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_turn-based_strategy_games
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_first-person_shooter_games
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_role-playing_games
3,http://dbpedia.org/resource/Category:Neopets
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_real-time_strategy_games
3,http://dbpedia.org/resource/Category:Text-based_multiplayer_online_games
3,http://dbpedia.org/resource/Category:Roblox
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_games_by_status
3,http://dbpedia.org/resource/Category:Location-based_games
3,http://dbpedia.org/resource/Category:Online_games
3,http://dbpedia.org/resource/Category:Alternate_reality_games
3,http://dbpedia.org/resource/Category:Educational_video_games
3,http://dbpedia.org/resource/Category:Tile-based_video_games
3,http://dbpedia.org/resource/Category:Art_games
3,http://dbpedia.org/resource/Category:Casual_games
3,http://dbpedia.org/resource/Category:Propaganda_video_games
3,http://dbpedia.org/resource/Category:ESports_games
3,http://dbpedia.org/resource/Category:Fictional_video_games
3,http://dbpedia.org/resource/Category:Casual_video_games
3,http://dbpedia.org/resource/Category:Advergaming
3,http://dbpedia.org/resource/Category:Perspective_games
