level,c1
3,http://dbpedia.org/resource/Category:Vertically_oriented_video_games
3,http://dbpedia.org/resource/Category:Head-to-head_arcade_games
3,http://dbpedia.org/resource/Category:Paddle-and-ball_video_games
3,http://dbpedia.org/resource/Category:Side-scrolling_video_games
3,http://dbpedia.org/resource/Category:Video_game_spin-offs
3,http://dbpedia.org/resource/Category:Eroge
3,http://dbpedia.org/resource/Category:Pachislot_video_games
3,http://dbpedia.org/resource/Category:Indie_video_games
3,http://dbpedia.org/resource/Category:Exergames
3,http://dbpedia.org/resource/Category:Pachinko_video_games
3,http://dbpedia.org/resource/Category:Programming_games
3,http://dbpedia.org/resource/Category:Exploration_video_games
3,http://dbpedia.org/resource/Category:Crossover_video_games
3,http://dbpedia.org/resource/Category:Marble_games
3,http://dbpedia.org/resource/Category:Budget_ranges
3,http://dbpedia.org/resource/Category:Western_(genre)_video_games
3,http://dbpedia.org/resource/Category:Minigames
3,http://dbpedia.org/resource/Category:Weird_fiction_video_games
3,http://dbpedia.org/resource/Category:Satirical_video_games
3,http://dbpedia.org/resource/Category:Head-to-head_arcade_video_games
3,http://dbpedia.org/resource/Category:Code_Lyoko_images
3,http://dbpedia.org/resource/Category:Video_games_based_on_Code_Lyoko
3,http://dbpedia.org/resource/Category:Films_about_telepresence
3,http://dbpedia.org/resource/Category:Films_about_simulated_reality
3,http://dbpedia.org/resource/Category:Esports_by_country
3,http://dbpedia.org/resource/Category:Video_gaming_in_Lithuania
3,http://dbpedia.org/resource/Category:Video_gaming_in_Germany
3,http://dbpedia.org/resource/Category:Video_gaming_in_Taiwan
3,http://dbpedia.org/resource/Category:Video_games_by_country_of_publisher
3,http://dbpedia.org/resource/Category:Video_gaming_in_Uruguay
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_United_States
3,http://dbpedia.org/resource/Category:Video_games_by_country_of_developer
3,http://dbpedia.org/resource/Category:Video_gaming_in_Brazil
3,http://dbpedia.org/resource/Category:Video_gaming_in_Sweden
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_Netherlands
3,http://dbpedia.org/resource/Category:Video_gaming_in_Australia
3,http://dbpedia.org/resource/Category:Video_gaming_in_France
3,http://dbpedia.org/resource/Category:Video_gaming_in_Italy
3,http://dbpedia.org/resource/Category:Video_game_companies_by_country
3,http://dbpedia.org/resource/Category:Video_gaming_in_Bulgaria
3,http://dbpedia.org/resource/Category:Video_gaming_in_Spain
3,http://dbpedia.org/resource/Category:Video_gaming_in_Israel
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_United_Kingdom
3,http://dbpedia.org/resource/Category:Video_gaming_in_Turkey
3,http://dbpedia.org/resource/Category:Video_gaming_in_Japan
3,http://dbpedia.org/resource/Category:Video_gaming_in_Russia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Croatia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Hungary
3,http://dbpedia.org/resource/Category:Video_gaming_in_Norway
3,http://dbpedia.org/resource/Category:Video_gaming_in_Poland
3,http://dbpedia.org/resource/Category:Video_gaming_in_Ukraine
3,http://dbpedia.org/resource/Category:Video_gaming_in_New_Zealand
3,http://dbpedia.org/resource/Category:Video_game_magazines_by_country
3,http://dbpedia.org/resource/Category:Video_gaming_in_China
3,http://dbpedia.org/resource/Category:Video_gaming_in_Finland
3,http://dbpedia.org/resource/Category:Video_gaming_in_Malaysia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Portugal
3,http://dbpedia.org/resource/Category:Video_gaming_in_Denmark
3,http://dbpedia.org/resource/Category:Video_gaming_in_Serbia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Romania
3,http://dbpedia.org/resource/Category:Video_gaming_in_Canada
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_Czech_Republic
3,http://dbpedia.org/resource/Category:Region-exclusive_video_games
3,http://dbpedia.org/resource/Category:Video_gaming_in_Iran
3,http://dbpedia.org/resource/Category:Video_gaming_in_Iceland
3,http://dbpedia.org/resource/Category:Video_gaming_in_Colombia
3,http://dbpedia.org/resource/Category:Video_gaming_in_India
3,http://dbpedia.org/resource/Category:Video_gaming_in_Ireland
3,http://dbpedia.org/resource/Category:Video_gaming_in_Slovakia
3,http://dbpedia.org/resource/Category:Video_gaming_in_South_Africa
3,http://dbpedia.org/resource/Category:Video_gaming_in_Thailand
3,http://dbpedia.org/resource/Category:Video_gaming_in_Belgium
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_United_Arab_Emirates
3,http://dbpedia.org/resource/Category:Video_gaming_in_South_Korea
3,http://dbpedia.org/resource/Category:Video_gaming_in_Argentina
3,http://dbpedia.org/resource/Category:Video_gaming_in_Austria
3,http://dbpedia.org/resource/Category:Video_gaming_in_Belarus
3,http://dbpedia.org/resource/Category:Video_gaming_in_Pakistan
3,http://dbpedia.org/resource/Category:Video_gaming_in_Kenya
3,http://dbpedia.org/resource/Category:Video_gaming_in_Chile
3,http://dbpedia.org/resource/Category:Video_gaming_in_Nigeria
3,http://dbpedia.org/resource/Category:Video_gaming_in_Saudi_Arabia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Bangladesh
3,http://dbpedia.org/resource/Category:Video_gaming_in_Cyprus
3,http://dbpedia.org/resource/Category:Video_gaming_in_Ghana
3,http://dbpedia.org/resource/Category:Video_gaming_in_the_Philippines
3,http://dbpedia.org/resource/Category:People_in_the_video_game_industry_by_nationality
3,http://dbpedia.org/resource/Category:Video_gaming_in_Estonia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Greece
3,http://dbpedia.org/resource/Category:Video_gaming_in_Venezuela
3,http://dbpedia.org/resource/Category:Video_gaming_in_Switzerland
3,http://dbpedia.org/resource/Category:Video_gaming_in_Mexico
3,http://dbpedia.org/resource/Category:Video_gaming_in_Jordan
3,http://dbpedia.org/resource/Category:Video_gaming_in_Tunisia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Egypt
3,http://dbpedia.org/resource/Category:Video_gaming_in_Singapore
3,http://dbpedia.org/resource/Category:Video_gaming_in_Armenia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Indonesia
3,http://dbpedia.org/resource/Category:Video_gaming_in_Lebanon
3,http://dbpedia.org/resource/Category:Video_gaming_in_Vietnam
3,http://dbpedia.org/resource/Category:Video_gaming_in_Peru
3,http://dbpedia.org/resource/Category:Video_games_in_Germany
3,http://dbpedia.org/resource/Category:Video_games_in_Zimbabwe
3,http://dbpedia.org/resource/Category:Video_games_in_Argentina
3,http://dbpedia.org/resource/Category:Video_games_in_Belarus
3,http://dbpedia.org/resource/Category:Video_games_in_Armenia
3,http://dbpedia.org/resource/Category:Video_games_in_Austria
3,http://dbpedia.org/resource/Category:Video_games_in_Bulgaria
3,http://dbpedia.org/resource/Category:Video_games_in_Estonia
3,http://dbpedia.org/resource/Category:Video_games_in_Croatia
3,http://dbpedia.org/resource/Category:Video_games_in_Denmark
3,http://dbpedia.org/resource/Category:Video_games_in_Cyprus
3,http://dbpedia.org/resource/Category:Video_games_in_Chile
3,http://dbpedia.org/resource/Category:Video_games_in_Mexico
3,http://dbpedia.org/resource/Category:Video_games_in_Hungary
3,http://dbpedia.org/resource/Category:Video_games_in_Lebanon
3,http://dbpedia.org/resource/Category:Video_games_in_Jordan
3,http://dbpedia.org/resource/Category:Video_games_in_Norway
3,http://dbpedia.org/resource/Category:Video_games_in_Iceland
3,http://dbpedia.org/resource/Category:Video_games_in_Italy
3,http://dbpedia.org/resource/Category:Video_games_in_Greece
3,http://dbpedia.org/resource/Category:Video_games_in_Iran
3,http://dbpedia.org/resource/Category:Video_games_in_Israel
3,http://dbpedia.org/resource/Category:Video_games_in_Sweden
3,http://dbpedia.org/resource/Category:Video_games_in_Thailand
3,http://dbpedia.org/resource/Category:Video_games_in_Romania
3,http://dbpedia.org/resource/Category:Video_games_in_Singapore
3,http://dbpedia.org/resource/Category:Video_games_in_Switzerland
3,http://dbpedia.org/resource/Category:Video_games_in_Saudi_Arabia
3,http://dbpedia.org/resource/Category:Video_games_in_Slovakia
3,http://dbpedia.org/resource/Category:Video_games_in_Taiwan
3,http://dbpedia.org/resource/Category:Video_games_in_Pakistan
3,http://dbpedia.org/resource/Category:Video_games_in_Poland
3,http://dbpedia.org/resource/Category:Video_games_in_Serbia
3,http://dbpedia.org/resource/Category:Video_games_in_Portugal
3,http://dbpedia.org/resource/Category:Video_games_in_Uruguay
3,http://dbpedia.org/resource/Category:Video_games_in_Tunisia
3,http://dbpedia.org/resource/Category:Video_games_in_Venezuela
3,http://dbpedia.org/resource/Category:Video_games_in_Vietnam
3,http://dbpedia.org/resource/Category:Video_games_in_the_United_Arab_Emirates
3,http://dbpedia.org/resource/Category:Video_games_in_the_United_States
3,http://dbpedia.org/resource/Category:Video_gaming_in_Zimbabwe
3,http://dbpedia.org/resource/Category:Video_games_in_Australia
3,http://dbpedia.org/resource/Category:Video_games_in_Bangladesh
3,http://dbpedia.org/resource/Category:Video_games_in_Brazil
3,http://dbpedia.org/resource/Category:Video_games_in_Canada
3,http://dbpedia.org/resource/Category:Video_games_in_Ghana
3,http://dbpedia.org/resource/Category:Video_games_in_France
3,http://dbpedia.org/resource/Category:Video_games_in_India
3,http://dbpedia.org/resource/Category:Video_games_in_Indonesia
3,http://dbpedia.org/resource/Category:Video_games_in_Lithuania
3,http://dbpedia.org/resource/Category:Video_games_in_Japan
3,http://dbpedia.org/resource/Category:Video_games_in_New_Zealand
3,http://dbpedia.org/resource/Category:Video_games_in_South_Africa
3,http://dbpedia.org/resource/Category:Video_games_in_Spain
3,http://dbpedia.org/resource/Category:Video_games_in_Ukraine
3,http://dbpedia.org/resource/Category:Video_games_in_the_Philippines
3,http://dbpedia.org/resource/Category:Video_games_in_the_Netherlands
3,http://dbpedia.org/resource/Category:Video_games_in_Ireland
3,http://dbpedia.org/resource/Category:Video_games_in_the_United_Kingdom
3,http://dbpedia.org/resource/Category:Video_gaming_in_Cameroon
3,http://dbpedia.org/resource/Category:Video_games_in_Belgium
3,http://dbpedia.org/resource/Category:Video_games_in_China
3,http://dbpedia.org/resource/Category:Video_games_in_Finland
3,http://dbpedia.org/resource/Category:Video_games_in_Kenya
3,http://dbpedia.org/resource/Category:Video_games_in_Malaysia
3,http://dbpedia.org/resource/Category:Video_games_in_Nigeria
3,http://dbpedia.org/resource/Category:Video_games_in_Russia
3,http://dbpedia.org/resource/Category:Video_games_in_South_Korea
3,http://dbpedia.org/resource/Category:Video_games_in_Turkey
3,http://dbpedia.org/resource/Category:Video_games_in_the_Czech_Republic
3,http://dbpedia.org/resource/Category:Video_games_in_Cameroon
3,http://dbpedia.org/resource/Category:Video_games_in_Peru
3,http://dbpedia.org/resource/Category:Video_game_species_and_races
3,http://dbpedia.org/resource/Category:Video_game_locations
3,http://dbpedia.org/resource/Category:Organizations_in_video_games
3,http://dbpedia.org/resource/Category:Video_game_items
3,http://dbpedia.org/resource/Category:Video_game_characters
3,http://dbpedia.org/resource/Category:Comics_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Novels_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Plays_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Television_programs_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Films_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Radio_programs_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Television_shows_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Oculus_VR
3,http://dbpedia.org/resource/Category:Assassin's_Creed
3,http://dbpedia.org/resource/Category:The_Matrix_(franchise)
3,http://dbpedia.org/resource/Category:.hack
3,http://dbpedia.org/resource/Category:Westworld
3,http://dbpedia.org/resource/Category:Television_episodes_about_simulated_reality
3,http://dbpedia.org/resource/Category:Video_games_about_video_games
3,http://dbpedia.org/resource/Category:The_Annoying_Orange
3,http://dbpedia.org/resource/Category:Hololive_Production
3,http://dbpedia.org/resource/Category:Nijisanji
3,http://dbpedia.org/resource/Category:Years_of_the_20th_century_in_video_gaming
3,http://dbpedia.org/resource/Category:Years_of_the_21st_century_in_video_gaming
3,http://dbpedia.org/resource/Category:Video_game_companies_by_year_of_establishment
3,http://dbpedia.org/resource/Category:Esports_by_year
3,http://dbpedia.org/resource/Category:Years_of_the_20th_century_in_video_games
3,http://dbpedia.org/resource/Category:Years_of_the_21st_century_in_video_games
3,http://dbpedia.org/resource/Category:1990s_in_video_gaming
3,http://dbpedia.org/resource/Category:2000s_in_video_gaming
3,http://dbpedia.org/resource/Category:1940s_in_video_gaming
3,http://dbpedia.org/resource/Category:1950s_in_video_gaming
3,http://dbpedia.org/resource/Category:1960s_in_video_gaming
3,http://dbpedia.org/resource/Category:1970s_in_video_gaming
3,http://dbpedia.org/resource/Category:1980s_in_video_gaming
3,http://dbpedia.org/resource/Category:2010s_in_video_gaming
3,http://dbpedia.org/resource/Category:2020s_in_video_gaming
3,http://dbpedia.org/resource/Category:Esports_by_decade
3,http://dbpedia.org/resource/Category:Television_episodes_about_virtual_reality
3,http://dbpedia.org/resource/Category:Minecraft_media
3,http://dbpedia.org/resource/Category:Assassin's_Creed_media_files
3,http://dbpedia.org/resource/Category:Angry_Birds_media_files
3,http://dbpedia.org/resource/Category:Atelier_(video_game_series)_media_files
3,http://dbpedia.org/resource/Category:Blizzard_Entertainment_media_files
3,http://dbpedia.org/resource/Category:Call_of_Duty_media_files
3,http://dbpedia.org/resource/Category:Namco_media_files
3,http://dbpedia.org/resource/Category:Need_for_Speed_media_files
3,http://dbpedia.org/resource/Category:Ninja_Gaiden_media_files
3,http://dbpedia.org/resource/Category:R-Type_media_files
3,http://dbpedia.org/resource/Category:Ratchet_&_Clank_media_files
3,http://dbpedia.org/resource/Category:Spyro_media_files
3,http://dbpedia.org/resource/Category:Team_Fortress_media_files
3,http://dbpedia.org/resource/Category:The_Elder_Scrolls_media_files
3,http://dbpedia.org/resource/Category:Total_War_(video_game_series)_media_files
3,http://dbpedia.org/resource/Category:Touhou_Project_media_files
3,http://dbpedia.org/resource/Category:Earthworm_Jim_media_files
3,http://dbpedia.org/resource/Category:Fire_Emblem_mass_media
3,http://dbpedia.org/resource/Category:Chrono_mass_media
3,http://dbpedia.org/resource/Category:Bomberman_media_files
3,http://dbpedia.org/resource/Category:Capcom_media_files
3,http://dbpedia.org/resource/Category:Command_&_Conquer_media_files
3,http://dbpedia.org/resource/Category:Crash_Bandicoot_media_files
3,http://dbpedia.org/resource/Category:Day_of_Defeat_media_files
3,http://dbpedia.org/resource/Category:Dead_or_Alive_(franchise)_media_files
3,http://dbpedia.org/resource/Category:Doom_(franchise)_mass_media_files
3,http://dbpedia.org/resource/Category:Dota_media_files
3,http://dbpedia.org/resource/Category:Earthworm_Jim_mass_media_files
3,http://dbpedia.org/resource/Category:Enix_media_files
3,http://dbpedia.org/resource/Category:Five_Nights_at_Freddy's_media_files
3,http://dbpedia.org/resource/Category:Game-Maker_media_files
3,http://dbpedia.org/resource/Category:Guilty_Gear_media_files
3,http://dbpedia.org/resource/Category:Half-Life_(series)_mass_media_files
3,http://dbpedia.org/resource/Category:Halo_(franchise)_mass_media_files
3,http://dbpedia.org/resource/Category:Konami_media_files
3,http://dbpedia.org/resource/Category:Level-5_(company)_media_files
3,http://dbpedia.org/resource/Category:Mortal_Kombat_media_files
3,http://dbpedia.org/resource/Category:Nintendo_media_files
3,http://dbpedia.org/resource/Category:RuneScape_media_files
3,http://dbpedia.org/resource/Category:Sega_media_files
3,http://dbpedia.org/resource/Category:Square_(video_game_company)_media_files
3,http://dbpedia.org/resource/Category:Square_Enix_media_files
3,http://dbpedia.org/resource/Category:Tri-Ace_media_files
3,http://dbpedia.org/resource/Category:Valve_Corporation_media_files
3,http://dbpedia.org/resource/Category:Xeno_(series)_media_files
3,http://dbpedia.org/resource/Category:Halo_(franchise)_media_files
3,http://dbpedia.org/resource/Category:Chrono_(series)_media_files
3,http://dbpedia.org/resource/Category:Arcade_video_game_flyer_images
1,
2,http://dbpedia.org/resource/Category:Virtual_reality_companies
2,http://dbpedia.org/resource/Category:Metaplace
2,http://dbpedia.org/resource/Category:Second_Life
2,http://dbpedia.org/resource/Category:Massively_multiplayer_online_games
2,http://dbpedia.org/resource/Category:Holography_in_fiction
2,http://dbpedia.org/resource/Category:Holonomic_brain_theory
2,http://dbpedia.org/resource/Category:Holographic_data_storage
2,http://dbpedia.org/resource/Category:Holography_industry
2,http://dbpedia.org/resource/Category:HTC_Vive_games
2,http://dbpedia.org/resource/Category:PlayStation_VR_games
2,http://dbpedia.org/resource/Category:Oculus_Rift_games
2,http://dbpedia.org/resource/Category:Virtual_Boy_games
2,http://dbpedia.org/resource/Category:Samsung_Gear_games
2,http://dbpedia.org/resource/Category:Oculus_Quest_games
2,http://dbpedia.org/resource/Category:Valve_Index_games
2,http://dbpedia.org/resource/Category:Virtual_reality_films
2,http://dbpedia.org/resource/Category:Novels_about_virtual_reality
2,http://dbpedia.org/resource/Category:Tom_Clancy's_Net_Force
2,http://dbpedia.org/resource/Category:Digimon
2,http://dbpedia.org/resource/Category:.hack
2,http://dbpedia.org/resource/Category:Code_Lyoko
2,http://dbpedia.org/resource/Category:Films_about_virtual_reality
2,http://dbpedia.org/resource/Category:Simulated_reality_in_fiction
2,http://dbpedia.org/resource/Category:Video_games_about_virtual_reality
2,http://dbpedia.org/resource/Category:Television_shows_about_virtual_reality
2,http://dbpedia.org/resource/Category:Affective_haptics
2,http://dbpedia.org/resource/Category:Amiga_raytracers
2,http://dbpedia.org/resource/Category:HTC_Vive
2,http://dbpedia.org/resource/Category:Interactive_art
2,http://dbpedia.org/resource/Category:Augmented_reality
2,http://dbpedia.org/resource/Category:Mixed_reality_games
2,http://dbpedia.org/resource/Category:Oculus_Rift
2,http://dbpedia.org/resource/Category:Oculus_Quest
2,http://dbpedia.org/resource/Category:Avatar_characters_in_video_games
2,http://dbpedia.org/resource/Category:Virtual_YouTubers
2,http://dbpedia.org/resource/Category:Virtual_influencers
2,http://dbpedia.org/resource/Category:Virtual_economies
2,http://dbpedia.org/resource/Category:Fictional_currencies
2,http://dbpedia.org/resource/Category:Virtual_currency
2,http://dbpedia.org/resource/Category:Virtual_Boy
2,http://dbpedia.org/resource/Category:Video_game_distribution
2,http://dbpedia.org/resource/Category:Video_game_emulation
2,http://dbpedia.org/resource/Category:Virtual_reality
2,http://dbpedia.org/resource/Category:Video_game_culture
2,http://dbpedia.org/resource/Category:Study_of_video_games
2,http://dbpedia.org/resource/Category:Video_game_franchises
2,http://dbpedia.org/resource/Category:Video_game_hardware
2,http://dbpedia.org/resource/Category:Video_game_genres
2,http://dbpedia.org/resource/Category:Video_games
2,http://dbpedia.org/resource/Category:Video_game_events
2,http://dbpedia.org/resource/Category:Video_game_development
2,http://dbpedia.org/resource/Category:Video_game_media
2,http://dbpedia.org/resource/Category:Video_game_music
2,http://dbpedia.org/resource/Category:Video_game_industry
2,http://dbpedia.org/resource/Category:Video_game_levels
2,http://dbpedia.org/resource/Category:Video_game_types
2,http://dbpedia.org/resource/Category:Video_gaming_by_country
2,http://dbpedia.org/resource/Category:Fictional_content_in_video_games
2,http://dbpedia.org/resource/Category:Wikipedia_books_on_video_games
2,http://dbpedia.org/resource/Category:Works_adapted_into_video_games
2,http://dbpedia.org/resource/Category:Video_gaming_by_year
2,http://dbpedia.org/resource/Category:Health_and_video_gaming
2,http://dbpedia.org/resource/Category:Video_gaming_by_century
2,http://dbpedia.org/resource/Category:Video_gaming_by_decade
2,http://dbpedia.org/resource/Category:Bad_technology
2,http://dbpedia.org/resource/Category:Video_game_media_files
2,http://dbpedia.org/resource/Category:Bad_television
3,http://dbpedia.org/resource/Category:Video_game_distribution
3,http://dbpedia.org/resource/Category:Video_game_emulation
3,http://dbpedia.org/resource/Category:Virtual_reality
3,http://dbpedia.org/resource/Category:Video_game_culture
3,http://dbpedia.org/resource/Category:Study_of_video_games
3,http://dbpedia.org/resource/Category:HTC_Vive
3,http://dbpedia.org/resource/Category:Holography_in_fiction
3,http://dbpedia.org/resource/Category:Video_game_franchises
3,http://dbpedia.org/resource/Category:Video_game_hardware
3,http://dbpedia.org/resource/Category:Interactive_art
3,http://dbpedia.org/resource/Category:Video_game_events
3,http://dbpedia.org/resource/Category:Second_Life
3,http://dbpedia.org/resource/Category:Video_game_development
3,http://dbpedia.org/resource/Category:Digimon
3,http://dbpedia.org/resource/Category:Augmented_reality
3,http://dbpedia.org/resource/Category:Video_game_media
3,http://dbpedia.org/resource/Category:Virtual_Boy
3,http://dbpedia.org/resource/Category:Video_game_music
3,http://dbpedia.org/resource/Category:Video_game_industry
3,http://dbpedia.org/resource/Category:Massively_multiplayer_online_games
3,http://dbpedia.org/resource/Category:Mixed_reality_games
3,http://dbpedia.org/resource/Category:Video_game_types
3,http://dbpedia.org/resource/Category:Code_Lyoko
3,http://dbpedia.org/resource/Category:Films_about_virtual_reality
3,http://dbpedia.org/resource/Category:Fictional_content_in_video_games
3,http://dbpedia.org/resource/Category:Oculus_Rift
3,http://dbpedia.org/resource/Category:Works_adapted_into_video_games
3,http://dbpedia.org/resource/Category:Virtual_reality_companies
3,http://dbpedia.org/resource/Category:Oculus_Quest
3,http://dbpedia.org/resource/Category:Simulated_reality_in_fiction
3,http://dbpedia.org/resource/Category:Video_games_about_virtual_reality
3,http://dbpedia.org/resource/Category:Virtual_YouTubers
3,http://dbpedia.org/resource/Category:Health_and_video_gaming
3,http://dbpedia.org/resource/Category:Video_gaming_by_century
3,http://dbpedia.org/resource/Category:Video_gaming_by_decade
3,http://dbpedia.org/resource/Category:Television_shows_about_virtual_reality
3,http://dbpedia.org/resource/Category:Video_game_media_files
2,
